word,freq,score,flags,syllables,search
ein,20,300,c,1,line
fine,24,300,bc,1,line
nine,24,300,bc,1,line
sign,24,300,bc,1,line
mine,23,300,bc,1,line
wine,23,300,bc,1,line
pine,21,300,bc,1,line
shine,21,300,bc,1,line
shrine,21,300,bc,1,line
thine,21,300,bc,1,line
dine,20,300,bc,1,line
sine,20,300,bc,1,line
vine,20,300,bc,1,line
align,19,300,bc,2,line
brine,19,300,bc,1,line
sein,19,300,c,1,line
tine,18,300,bc,1,line
whine,18,300,bc,1,line
zine,15,300,bc,1,line
aline,13,300,bc,2,line
assign,21,300,bc,2,line
spine,21,300,bc,1,line
resign,20,300,bc,2,line
refine,19,300,bc,2,line
swine,19,300,bc,1,line
twine,18,300,bc,1,line
affine,17,300,c,2,line
malign,17,300,bc,2,line
opine,15,300,bc,2,line
stein,15,300,bc,1,line
design,25,300,bc,2,line
divine,24,300,bc,2,line
decline,23,300,bc,2,line
define,23,300,bc,2,line
benign,21,300,bc,2,line
iodine,20,300,bc,3,line
incline,19,300,bc,2,line
supine,19,300,bc,2,line
proline,17,300,"",2,line
thymine,17,300,b,2,line
enshrine,16,300,bc,2,line
recline,16,300,bc,2,line
realign,15,300,bc,3,line
reassign,15,300,bc,3,line
cosign,12,300,b,2,line
alkaline,21,300,bc,3,line
confine,20,300,bc,2,line
atropine,18,300,b,3,line
cysteine,18,300,"",2,line
palatine,18,300,bc,3,line
pyridine,18,300,"",3,line
redefine,18,300,bc,3,line
redesign,18,300,bc,3,line
thiamine,18,300,b,3,line
underline,18,300,bc,3,line
consign,17,300,bc,2,line
saccharine,17,300,bc,3,line
anodyne,16,300,b,3,line
waterline,16,300,b,3,line
asinine,15,300,bc,3,line
calamine,15,300,bc,3,line
entwine,15,300,bc,2,line
interline,14,300,b,3,line
dopamine,20,300,c,3,line
endocrine,20,300,bc,3,line
undermine,20,300,bc,3,line
borderline,19,300,bc,3,line
centerline,17,300,"",3,line
exocrine,17,300,"",3,line
hyperfine,17,300,"",3,line
monoamine,17,300,"",3,line
anticline,16,300,bc,3,line
recombine,16,300,bc,3,line
columbine,15,300,bc,3,line
crinoline,15,300,b,3,line
superfine,15,300,b,3,line
timberline,15,300,bc,3,line
valentine,15,300,bc,3,line
eglantine,14,300,bc,3,line
celandine,13,300,bc,3,line
reconsign,9,300,b,3,line
crystalline,21,300,bc,3,line
epinephrine,19,300,b,4,line
turpentine,19,300,bc,3,line
concubine,18,300,bc,3,line
serpentine,18,300,bc,3,line
imipramine,17,300,"",4,line
porcupine,17,300,bc,3,line
byzantine,15,300,bc,3,line
intertwine,15,300,bc,3,line
disincline,12,300,bc,3,line
clementine,10,300,bc,3,line
lacustrine,17,300,"",3,line
neuroendocrine,17,300,"",4,line
norepinephrine,19,300,"",5,line
tetracycline,18,300,b,5,line
noncrystalline,14,300,b,4,line
polycrystalline,17,300,"",5,line
lime,21,264,bc,1,line
rhyme,20,264,bc,1,line
rime,18,264,b,1,line
time,28,264,bc,1,line
crime,23,264,bc,1,line
prime,22,264,bc,1,line
climb,21,264,bc,1,line
clime,18,264,b,1,line
dime,18,264,bc,1,line
hym,18,264,"",1,line
slime,18,264,bc,1,line
beim,17,264,c,1,line
chime,17,264,bc,1,line
grime,17,264,bc,1,line
heing,17,264,"",1,line
mime,17,264,bc,1,line
thyme,17,264,bc,1,line
chyme,16,264,b,1,line
sublime,21,264,bc,2,line
birdlime,13,264,b,2,line
sauteing,13,264,b,2,line
anteing,9,264,b,2,line
begrime,9,264,b,2,line
maritime,21,264,bc,3,line
paradigm,21,264,bc,3,line
overtime,19,264,bc,3,line
anytime,18,264,bc,3,line
lysozyme,17,264,"",3,line
onetime,17,264,bc,2,line
mistime,9,264,b,2,line
summertime,17,264,bc,3,line
dinnertime,16,264,bc,3,line
suppertime,15,264,b,3,line
pantomime,18,264,bc,3,line
mesenchyme,17,264,"",3,line
wintertime,16,264,bc,3,line
flexitime,13,264,b,3,line
environ,17,228,"",2,line
dime,18,300,bc,1,time
beim,17,300,c,1,time
chime,17,300,bc,1,time
chyme,16,300,b,1,time
prime,22,300,bc,1,time
lime,21,300,bc,1,time
rhyme,20,300,bc,1,time
hym,18,300,"",1,time
rime,18,300,b,1,time
mime,17,300,bc,1,time
thyme,17,300,bc,1,time
crime,23,300,bc,1,time
climb,21,300,bc,1,time
clime,18,300,b,1,time
slime,18,300,bc,1,time
grime,17,300,bc,1,time
sublime,21,300,bc,2,time
overtime,19,300,bc,3,time
anytime,18,300,bc,3,time
onetime,17,300,bc,2,time
birdlime,13,300,b,2,time
begrime,9,300,b,2,time
mistime,9,300,b,2,time
maritime,21,300,bc,3,time
paradigm,21,300,bc,3,time
summertime,17,300,bc,3,time
dinnertime,16,300,bc,3,time
suppertime,15,300,b,3,time
pantomime,18,300,bc,3,time
lysozyme,17,300,"",3,time
mesenchyme,17,300,"",3,time
wintertime,16,300,bc,3,time
flexitime,13,300,b,3,time
pine,21,264,bc,1,time
dine,20,264,bc,1,time
ein,20,264,c,1,time
tine,18,264,bc,1,time
line,26,264,bc,1,time
fine,24,264,bc,1,time
nine,24,264,bc,1,time
sign,24,264,bc,1,time
mine,23,264,bc,1,time
wine,23,264,bc,1,time
shine,21,264,bc,1,time
spine,21,264,bc,1,time
thine,21,264,bc,1,time
sine,20,264,bc,1,time
vine,20,264,bc,1,time
brine,19,264,bc,1,time
sein,19,264,c,1,time
twine,18,264,bc,1,time
whine,18,264,bc,1,time
heing,17,264,"",1,time
opine,15,264,bc,2,time
stein,15,264,bc,1,time
zine,15,264,bc,1,time
design,25,264,bc,2,time
divine,24,264,bc,2,time
define,23,264,bc,2,time
assign,21,264,bc,2,time
benign,21,264,bc,2,time
shrine,21,264,bc,1,time
iodine,20,264,bc,3,time
align,19,264,bc,2,time
supine,19,264,bc,2,time
swine,19,264,bc,1,time
affine,17,264,c,2,time
aline,13,264,bc,2,time
sauteing,13,264,b,2,time
anteing,9,264,b,2,time
decline,23,264,bc,2,time
resign,20,264,bc,2,time
refine,19,264,bc,2,time
cysteine,18,264,"",2,time
malign,17,264,bc,2,time
proline,17,264,"",2,time
thymine,17,264,b,2,time
anodyne,16,264,b,3,time
entwine,15,264,bc,2,time
cosign,12,264,b,2,time
confine,20,264,bc,2,time
dopamine,20,264,c,3,time
undermine,20,264,bc,3,time
incline,19,264,bc,2,time
atropine,18,264,b,3,time
palatine,18,264,bc,3,time
pyridine,18,264,"",3,time
redefine,18,264,bc,3,time
redesign,18,264,bc,3,time
thiamine,18,264,b,3,time
underline,18,264,bc,3,time
consign,17,264,bc,2,time
hyperfine,17,264,"",3,time
saccharine,17,264,bc,3,time
enshrine,16,264,bc,2,time
recline,16,264,bc,2,time
waterline,16,264,b,3,time
asinine,15,264,bc,3,time
realign,15,264,bc,3,time
reassign,15,264,bc,3,time
superfine,15,264,b,3,time
interline,14,264,b,3,time
alkaline,21,264,bc,3,time
endocrine,20,264,bc,3,time
borderline,19,264,bc,3,time
turpentine,19,264,bc,3,time
serpentine,18,264,bc,3,time
centerline,17,264,"",3,time
monoamine,17,264,"",3,time
anticline,16,264,bc,3,time
recombine,16,264,bc,3,time
byzantine,15,264,bc,3,time
calamine,15,264,bc,3,time
columbine,15,264,bc,3,time
intertwine,15,264,bc,3,time
timberline,15,264,bc,3,time
valentine,15,264,bc,3,time
eglantine,14,264,bc,3,time
celandine,13,264,bc,3,time
crystalline,21,264,bc,3,time
epinephrine,19,264,b,4,time
concubine,18,264,bc,3,time
exocrine,17,264,"",3,time
imipramine,17,264,"",4,time
porcupine,17,264,bc,3,time
crinoline,15,264,b,3,time
disincline,12,264,bc,3,time
clementine,10,264,bc,3,time
reconsign,9,264,b,3,time
lacustrine,17,264,"",3,time
neuroendocrine,17,264,"",4,time
norepinephrine,19,264,"",5,time
tetracycline,18,264,b,5,time
noncrystalline,14,264,b,4,time
polycrystalline,17,264,"",5,time
environ,17,192,"",2,time
i,26,300,c,1,by
die,24,300,bc,1,by
eye,24,300,bc,1,by
buy,23,300,bc,1,by
tie,22,300,bc,1,by
ai,21,300,c,1,by
bi,20,300,bc,1,by
bye,20,300,bc,1,by
dye,20,300,bc,1,by
pi,20,300,bc,1,by
pie,20,300,bc,1,by
thai,20,300,c,1,by
dei,19,300,"",1,by
ei,19,300,"",1,by
ty,19,300,c,1,by
aye,18,300,bc,1,by
iy,17,300,"",1,by
tai,17,300,c,1,by
my,28,300,bc,1,by
high,26,300,bc,1,by
why,25,300,bc,1,by
dry,24,300,bc,1,by
lie,24,300,bc,1,by
thy,24,300,bc,1,by
try,24,300,bc,1,by
y,24,300,c,1,by
guy,22,300,bc,1,by
vi,22,300,c,1,by
hi,21,300,bc,1,by
shy,21,300,bc,1,by
sigh,21,300,bc,1,by
chi,20,300,bc,1,by
fi,20,300,c,1,by
hy,20,300,c,1,by
nigh,20,300,bc,1,by
spy,20,300,bc,1,by
thigh,20,300,bc,1,by
vie,20,300,bc,1,by
ly,19,300,c,1,by
ply,19,300,bc,1,by
psi,19,300,bc,1,by
quae,19,300,"",1,by
rye,19,300,bc,1,by
wir,19,300,"",1,by
awry,18,300,bc,2,by
hai,18,300,"",1,by
lye,18,300,bc,1,by
mai,18,300,c,1,by
muy,18,300,"",1,by
nai,18,300,"",1,by
pry,18,300,bc,1,by
tri,18,300,c,1,by
trie,18,300,c,1,by
wry,18,300,bc,1,by
cy,17,300,c,1,by
fy,17,300,"",1,by
kai,17,300,c,1,by
lai,17,300,c,1,by
luy,17,300,"",1,by
mei,17,300,c,1,by
pri,17,300,c,1,by
sy,17,300,c,1,by
thei,17,300,"",1,by
wai,17,300,c,1,by
phi,16,300,bc,1,by
sty,16,300,bc,1,by
stye,14,300,b,1,by
apply,24,300,bc,2,by
cry,23,300,bc,1,by
fly,23,300,bc,1,by
sky,23,300,bc,1,by
deny,22,300,bc,2,by
defy,20,300,bc,2,by
fry,19,300,bc,1,by
sly,19,300,bc,1,by
belie,17,300,bc,2,by
untie,17,300,bc,2,by
spry,15,300,bc,1,by
amebae,14,300,b,2,by
turfy,14,300,b,2,by
slier,10,300,b,1,by
supply,24,300,bc,2,by
reply,23,300,bc,2,by
thereby,23,300,bc,2,by
imply,22,300,bc,2,by
nearby,22,300,bc,2,by
rely,22,300,bc,2,by
whereby,22,300,bc,2,by
hereby,21,300,bc,2,by
goodbye,19,300,bc,2,by
alibi,18,300,bc,3,by
decry,17,300,bc,2,by
pupae,17,300,b,2,by
amoebae,16,300,b,3,by
edify,16,300,bc,3,by
aquae,15,300,b,2,by
bonsai,15,300,bc,2,by
deify,15,300,bc,3,by
retry,15,300,bc,2,by
lanai,13,300,bc,2,by
ripply,11,300,b,2,by
banzais,10,300,b,2,by
overbuy,10,300,bc,3,by
occupy,22,300,bc,3,by
comply,21,300,bc,2,by
modify,21,300,bc,3,by
certify,19,300,bc,3,by
notify,19,300,bc,3,by
underlie,19,300,bc,3,by
pacify,18,300,bc,3,by
ratify,18,300,bc,3,by
lullaby,17,300,bc,3,by
termini,17,300,bc,3,by
terrify,17,300,bc,3,by
typify,17,300,bc,3,by
codify,16,300,bc,3,by
descry,16,300,b,2,by
overlie,16,300,b,3,by
ossify,15,300,bc,3,by
triply,15,300,b,2,by
blowfly,14,300,b,2,by
stupefy,14,300,b,2,by
scurfy,13,300,b,2,by
barfly,12,300,b,2,by
shanghai,12,300,bc,2,by
drachmai,11,300,b,2,by
yuppify,6,300,bc,3,by
justify,22,300,bc,3,by
satisfy,22,300,bc,3,by
nuclei,21,300,bc,3,by
specify,21,300,bc,3,by
alkali,20,300,bc,3,by
testify,20,300,bc,3,by
verify,20,300,bc,3,by
butterfly,19,300,bc,3,by
gratify,19,300,bc,3,by
purify,19,300,bc,3,by
amplify,18,300,bc,3,by
fortify,18,300,bc,3,by
nullify,18,300,bc,3,by
rectify,18,300,bc,3,by
samurai,18,300,bc,3,by
standby,18,300,bc,2,by
unify,18,300,bc,3,by
beautify,17,300,bc,3,by
dignify,16,300,bc,3,by
mollify,16,300,bc,3,by
mortify,16,300,bc,3,by
ramify,16,300,bc,3,by
resupply,16,300,bc,3,by
vilify,16,300,bc,3,by
acidify,15,300,bc,4,by
firefly,15,300,bc,3,by
mystify,15,300,bc,3,by
ultrahigh,15,300,b,3,by
vivify,15,300,b,3,by
horrify,14,300,bc,3,by
misapply,14,300,bc,3,by
petrify,14,300,bc,3,by
overfly,13,300,bc,3,by
versify,13,300,b,3,by
mummify,12,300,bc,3,by
prettify,12,300,b,3,by
vitrify,12,300,b,3,by
beatify,11,300,bc,4,by
speechify,11,300,bc,3,by
dandify,7,300,b,3,by
identify,23,300,bc,4,by
stimuli,22,300,bc,3,by
clarify,21,300,bc,3,by
multiply,21,300,bc,3,by
qualify,21,300,bc,3,by
classify,20,300,bc,3,by
signify,20,300,bc,3,by
simplify,20,300,bc,3,by
glorify,19,300,bc,3,by
quantify,19,300,bc,3,by
alveoli,18,300,c,4,by
diversify,18,300,bc,4,by
magnify,18,300,bc,3,by
falsify,17,300,bc,3,by
solidify,17,300,bc,4,by
crucify,16,300,bc,3,by
liquefy,16,300,bc,3,by
oversupply,16,300,bc,4,by
personify,16,300,bc,4,by
stratify,15,300,bc,3,by
stultify,15,300,bc,3,by
calcify,14,300,bc,3,by
reunify,14,300,bc,4,by
liquify,13,300,b,3,by
scarify,13,300,b,3,by
hyperbolae,12,300,b,4,by
gentrify,11,300,bc,3,by
refortify,11,300,b,3,by
syllabify,10,300,b,4,by
intensify,19,300,bc,4,by
indemnify,17,300,bc,4,by
objectify,16,300,b,4,by
demystify,15,300,bc,4,by
detoxify,15,300,bc,4,by
dragonfly,15,300,b,3,by
electrify,15,300,bc,4,by
preoccupy,15,300,bc,4,by
emulsify,14,300,b,4,by
revivify,14,300,b,4,by
cumuli,13,300,b,3,by
dissatisfy,13,300,bc,4,by
declassify,12,300,bc,4,by
exemplify,19,300,bc,4,by
disqualify,17,300,bc,4,by
reclassify,14,300,bc,4,by
solemnify,7,300,b,4,by
oversimplify,16,300,bc,5,by
misidentify,12,300,bc,5,by
transmogrify,12,300,b,4,by
mined,19,300,bc,1,mind
find,26,300,bc,1,mind
kind,26,300,bc,1,mind
wind,24,300,bc,1,mind
signed,23,300,bc,1,mind
bind,21,300,bc,1,mind
lined,21,300,bc,1,mind
dined,20,300,bc,1,mind
hind,20,300,bc,1,mind
fined,19,300,bc,1,mind
rind,18,300,bc,1,mind
shined,17,300,bc,1,mind
whined,17,300,b,1,mind
assigned,23,300,bc,2,mind
blind,23,300,bc,1,mind
remind,21,300,bc,2,mind
aligned,20,300,bc,2,mind
grind,19,300,bc,1,mind
unkind,19,300,bc,2,mind
unsigned,18,300,bc,2,mind
maligned,17,300,bc,2,mind
opined,17,300,bc,2,mind
twined,17,300,bc,1,mind
behind,25,300,bc,2,mind
defined,24,300,bc,2,mind
designed,24,300,bc,2,mind
combined,23,300,bc,2,mind
confined,23,300,bc,2,mind
mankind,23,300,bc,2,mind
inclined,22,300,bc,2,mind
refined,21,300,bc,2,mind
resigned,21,300,bc,2,mind
consigned,19,300,bc,2,mind
divined,18,300,b,2,mind
enshrined,18,300,bc,2,mind
entwined,18,300,bc,2,mind
declined,22,300,bc,2,mind
undermined,20,300,bc,3,mind
undefined,19,300,bc,3,mind
underlined,19,300,bc,3,mind
undersigned,18,300,b,3,mind
reclined,17,300,bc,2,mind
intertwined,19,300,bc,3,mind
redefined,18,300,bc,3,mind
redesigned,17,300,bc,3,mind
humankind,19,300,bc,3,mind
disinclined,17,300,bc,3,mind
pint,19,264,bc,1,mind
timed,19,264,bc,1,mind
chimed,17,264,bc,1,mind
rhymed,17,264,bc,1,mind
climbed,21,264,bc,1,mind
primed,18,264,bc,1,mind
mild,22,228,bc,1,mind
eyed,21,228,bc,1,mind
mired,17,228,bc,1,mind
side,26,228,bc,1,mind
child,25,228,bc,1,mind
died,25,228,bc,1,mind
arrived,24,228,bc,2,mind
lived,24,228,bc,1,mind
wide,24,228,bc,1,mind
guide,23,228,bc,1,mind
wild,23,228,bc,1,mind
filed,22,228,bc,1,mind
hide,22,228,bc,1,mind
ride,22,228,bc,1,mind
smiled,22,228,bc,1,mind
tide,22,228,bc,1,mind
tied,22,228,bc,1,mind
sighed,21,228,bc,1,mind
sized,21,228,bc,1,mind
piled,20,228,bc,1,mind
dyed,19,228,bc,1,mind
lied,19,228,bc,1,mind
dived,18,228,bc,1,mind
tiled,18,228,bc,1,mind
vied,18,228,bc,1,mind
bide,17,228,bc,1,mind
chide,17,228,bc,1,mind
pied,17,228,bc,1,mind
shied,17,228,bc,1,mind
whitened,17,228,b,1,mind
derived,24,228,bc,2,mind
inside,24,228,bc,2,mind
tried,24,228,bc,1,mind
aside,23,228,bc,2,mind
cried,23,228,bc,1,mind
denied,23,228,bc,2,mind
pride,23,228,bc,1,mind
dried,22,228,bc,1,mind
allied,21,228,bc,2,mind
bride,21,228,bc,1,mind
slide,21,228,bc,1,mind
abide,20,228,bc,2,mind
styled,20,228,bc,1,mind
fried,19,228,bc,1,mind
glide,19,228,bc,1,mind
incised,19,228,bc,2,mind
ionized,19,228,b,3,mind
prized,19,228,bc,1,mind
attired,18,228,bc,2,mind
bribed,18,228,bc,1,mind
imbibed,18,228,bc,2,mind
plied,18,228,bc,1,mind
spied,18,228,bc,1,mind
surmised,18,228,bc,2,mind
thrived,18,228,bc,1,mind
pried,17,228,bc,1,mind
untied,17,228,bc,2,mind
outside,25,228,bc,2,mind
applied,24,228,bc,2,mind
beside,23,228,bc,2,mind
decide,23,228,bc,2,mind
obliged,23,228,bc,2,mind
advised,22,228,bc,2,mind
analyzed,22,228,bc,3,mind
authorized,22,228,bc,3,mind
divide,22,228,bc,2,mind
implied,22,228,bc,2,mind
retired,22,228,bc,2,mind
revised,22,228,bc,2,mind
survived,22,228,bc,2,mind
compiled,21,228,bc,2,mind
devised,21,228,bc,2,mind
relied,21,228,bc,2,mind
reside,21,228,bc,2,mind
revived,21,228,bc,2,mind
summarized,21,228,bc,3,mind
analysed,20,228,b,3,mind
upside,20,228,bc,2,mind
aspired,19,228,bc,2,mind
cyanide,19,228,bc,3,mind
defied,19,228,bc,2,mind
iodide,19,228,bc,3,mind
stride,19,228,bc,1,mind
apprised,18,228,bc,2,mind
collide,18,228,bc,2,mind
confide,18,228,bc,2,mind
defiled,18,228,b,2,mind
energized,18,228,bc,3,mind
memorized,18,228,bc,3,mind
untried,18,228,bc,2,mind
urbanized,18,228,bc,3,mind
agonized,17,228,bc,3,mind
beguiled,17,228,bc,2,mind
belied,17,228,bc,2,mind
deride,17,228,bc,2,mind
espied,17,228,b,2,mind
itemized,17,228,bc,3,mind
motorized,17,228,bc,3,mind
reviled,17,228,bc,2,mind
theorized,17,228,bc,3,mind
provide,25,228,bc,2,mind
organized,24,228,bc,3,mind
replied,24,228,bc,2,mind
modified,23,228,bc,3,mind
supplied,23,228,bc,2,mind
surprised,23,228,bc,2,mind
deprived,22,228,bc,2,mind
emphasized,22,228,bc,3,mind
suicide,22,228,bc,3,mind
alongside,21,228,bc,3,mind
ascribed,21,228,bc,2,mind
comprised,21,228,bc,2,mind
unified,21,228,bc,3,mind
baptized,20,228,bc,2,mind
coincide,20,228,bc,3,mind
complied,20,228,bc,2,mind
contrived,20,228,bc,2,mind
despised,20,228,bc,2,mind
disguised,20,228,bc,2,mind
expired,20,228,bc,2,mind
inscribed,20,228,bc,2,mind
minimized,20,228,bc,3,mind
notified,20,228,bc,3,mind
polarized,20,228,bc,3,mind
colonized,19,228,bc,3,mind
genocide,19,228,bc,3,mind
homicide,19,228,bc,3,mind
mobilized,19,228,bc,3,mind
override,19,228,bc,3,mind
preside,19,228,bc,2,mind
unauthorized,19,228,bc,4,mind
astride,18,228,bc,2,mind
baptised,18,228,b,2,mind
fireside,18,228,bc,3,mind
immunized,18,228,bc,3,mind
mechanized,18,228,bc,3,mind
modernized,18,228,bc,3,mind
nullified,18,228,bc,3,mind
paralysed,18,228,b,3,mind
subside,18,228,bc,2,mind
underside,18,228,bc,3,mind
canonized,17,228,bc,3,mind
chastised,17,228,bc,2,mind
decried,17,228,bc,2,mind
deified,17,228,bc,3,mind
finalized,17,228,bc,3,mind
idolized,17,228,bc,3,mind
mesmerized,17,228,bc,3,mind
ossified,17,228,bc,3,mind
oversized,17,228,bc,3,mind
penalized,17,228,bc,3,mind
satirized,17,228,b,3,mind
terrorized,17,228,bc,3,mind
vaporized,17,228,bc,3,mind
described,25,228,bc,2,mind
recognized,24,228,bc,3,mind
occupied,23,228,bc,3,mind
exercised,22,228,bc,3,mind
civilized,21,228,bc,3,mind
generalized,21,228,bc,4,mind
localized,21,228,bc,3,mind
practised,21,228,b,2,mind
utilized,21,228,bc,3,mind
worldwide,21,228,bc,2,mind
advertised,20,228,bc,3,mind
certified,20,228,bc,3,mind
dignified,20,228,bc,3,mind
idealized,20,228,bc,4,mind
oxidized,20,228,bc,3,mind
randomized,20,228,bc,3,mind
ratified,20,228,bc,3,mind
reconciled,20,228,bc,3,mind
signified,20,228,bc,3,mind
supervised,20,228,bc,3,mind
symbolized,20,228,bc,3,mind
synthesized,20,228,bc,3,mind
terrified,20,228,bc,3,mind
verified,20,228,bc,3,mind
amplified,19,228,bc,3,mind
fertilized,19,228,bc,3,mind
formalized,19,228,bc,3,mind
horrified,19,228,bc,3,mind
improvised,19,228,bc,3,mind
magnified,19,228,bc,3,mind
nationwide,19,228,bc,3,mind
naturalized,19,228,bc,4,mind
neutralized,19,228,bc,3,mind
normalized,19,228,bc,3,mind
paralyzed,19,228,bc,3,mind
socialized,19,228,bc,3,mind
catalyzed,18,228,bc,3,mind
circumcised,18,228,bc,3,mind
codified,18,228,bc,3,mind
customized,18,228,bc,3,mind
dramatized,18,228,bc,3,mind
epitomized,18,228,bc,4,mind
galvanized,18,228,bc,3,mind
harmonized,18,228,bc,3,mind
immobilized,18,228,bc,4,mind
jeopardized,18,228,bc,3,mind
legalized,18,228,bc,3,mind
maximized,18,228,bc,3,mind
mortified,18,228,bc,3,mind
pacified,18,228,bc,3,mind
patronized,18,228,bc,3,mind
pulverized,18,228,bc,3,mind
sensitized,18,228,bc,3,mind
sympathized,18,228,bc,3,mind
televised,18,228,bc,3,mind
typified,18,228,bc,3,mind
descried,17,228,b,2,mind
digitized,17,228,bc,3,mind
equalized,17,228,bc,3,mind
herbicide,17,228,bc,3,mind
humanized,17,228,bc,3,mind
hypnotized,17,228,bc,3,mind
initialized,17,228,bc,4,mind
magnetized,17,228,bc,3,mind
misapplied,17,228,bc,3,mind
mystified,17,228,bc,3,mind
polymerized,17,228,bc,4,mind
pressurized,17,228,bc,3,mind
riverside,17,228,bc,3,mind
signalized,17,228,b,3,mind
solemnized,17,228,b,3,mind
stupefied,17,228,b,2,mind
traumatized,17,228,bc,3,mind
undisguised,17,228,bc,3,mind
unionized,17,228,bc,3,mind
unrealized,17,228,bc,4,mind
identified,24,228,bc,4,mind
satisfied,23,228,bc,3,mind
specified,23,228,bc,3,mind
classified,22,228,bc,3,mind
justified,22,228,bc,3,mind
prescribed,22,228,bc,2,mind
qualified,22,228,bc,3,mind
specialized,22,228,bc,3,mind
countryside,21,228,bc,3,mind
criticized,21,228,bc,3,mind
multiplied,21,228,bc,3,mind
purified,21,228,bc,3,mind
simplified,21,228,bc,3,mind
standardized,21,228,bc,3,mind
centralized,20,228,bc,3,mind
clarified,20,228,bc,3,mind
compromised,20,228,bc,3,mind
fortified,20,228,bc,3,mind
gratified,20,228,bc,3,mind
stabilized,20,228,bc,3,mind
subscribed,20,228,bc,2,mind
testified,20,228,bc,3,mind
apologized,19,228,bc,4,mind
categorized,19,228,bc,4,mind
criticised,19,228,b,3,mind
crucified,19,228,bc,3,mind
glorified,19,228,bc,3,mind
internalized,19,228,bc,4,mind
personified,19,228,bc,4,mind
prophesied,19,228,bc,3,mind
publicized,19,228,bc,3,mind
quantified,19,228,bc,3,mind
reorganized,19,228,bc,4,mind
sanctified,19,228,b,3,mind
sterilized,19,228,bc,3,mind
subsidized,19,228,bc,3,mind
transcribed,19,228,bc,2,mind
unoccupied,19,228,bc,4,mind
visualized,19,228,bc,3,mind
calcified,18,228,bc,3,mind
demoralized,18,228,bc,4,mind
falsified,18,228,bc,3,mind
hydrolyzed,18,228,bc,3,mind
metabolized,18,228,b,4,mind
monopolized,18,228,bc,4,mind
nationalized,18,228,bc,4,mind
personalized,18,228,bc,4,mind
pesticide,18,228,bc,3,mind
petrified,18,228,bc,3,mind
proscribed,18,228,bc,2,mind
rationalized,18,228,bc,4,mind
rectified,18,228,bc,3,mind
scrutinized,18,228,bc,3,mind
standardised,18,228,b,2,mind
stigmatized,18,228,bc,3,mind
synchronized,18,228,bc,3,mind
unorganized,18,228,bc,4,mind
acidified,17,228,bc,4,mind
anesthetized,17,228,b,4,mind
antagonized,17,228,bc,4,mind
beautified,17,228,b,3,mind
commercialized,17,228,bc,4,mind
globalized,17,228,bc,3,mind
homogenized,17,228,bc,4,mind
italicized,17,228,b,4,mind
legitimized,17,228,bc,4,mind
liberalized,17,228,bc,4,mind
liquefied,17,228,bc,3,mind
mountainside,17,228,bc,3,mind
ostracized,17,228,bc,3,mind
privatized,17,228,bc,3,mind
ritualized,17,228,b,4,mind
scandalized,17,228,bc,3,mind
serialized,17,228,bc,4,mind
subdivide,17,228,bc,3,mind
unmodified,17,228,b,4,mind
unsupervised,17,228,bc,4,mind
characterized,23,228,bc,4,mind
circumscribed,20,228,bc,3,mind
diversified,20,228,bc,4,mind
intensified,20,228,bc,4,mind
capitalized,19,228,bc,4,mind
computerized,19,228,bc,4,mind
crystallized,19,228,bc,3,mind
disorganized,19,228,bc,4,mind
hypothesized,19,228,bc,4,mind
marginalized,19,228,bc,4,mind
stratified,19,228,bc,3,mind
unqualified,19,228,bc,4,mind
unspecified,19,228,bc,4,mind
infanticide,18,228,bc,4,mind
insecticide,18,228,bc,4,mind
materialized,18,228,bc,5,mind
politicized,18,228,bc,4,mind
popularized,18,228,bc,4,mind
solidified,18,228,bc,4,mind
unjustified,18,228,bc,4,mind
unrecognized,18,228,bc,4,mind
unsatisfied,18,228,bc,4,mind
actualized,17,228,b,4,mind
overemphasized,17,228,bc,5,mind
revitalized,17,228,bc,4,mind
romanticized,17,228,bc,4,mind
systematized,17,228,b,4,mind
unclassified,17,228,bc,4,mind
undignified,17,228,bc,4,mind
dissatisfied,20,228,bc,4,mind
exemplified,20,228,bc,4,mind
preoccupied,20,228,bc,4,mind
decentralized,19,228,bc,4,mind
formaldehyde,19,228,bc,4,mind
hospitalized,19,228,bc,4,mind
unidentified,19,228,bc,5,mind
electrified,18,228,bc,4,mind
revolutionized,18,228,bc,5,mind
objectified,17,228,b,4,mind
triglyceride,17,228,bc,4,mind
industrialized,20,228,bc,5,mind
conceptualized,18,228,b,4,mind
disqualified,18,228,bc,4,mind
might,27,192,bc,1,mind
night,25,192,bc,1,mind
knight,21,192,bc,1,mind
iced,18,192,bc,1,mind
mite,18,192,bc,1,mind
right,27,192,bc,1,mind
light,26,192,bc,1,mind
type,25,192,bc,1,mind
white,25,192,bc,1,mind
fight,24,192,bc,1,mind
sight,24,192,bc,1,mind
site,24,192,bc,1,mind
write,24,192,bc,1,mind
height,23,192,bc,1,mind
liked,23,192,bc,1,mind
pipe,22,192,bc,1,mind
tight,22,192,bc,1,mind
bite,21,192,bc,1,mind
ripe,21,192,bc,1,mind
cite,20,192,bc,1,mind
rite,20,192,bc,1,mind
typed,20,192,bc,1,mind
wipe,20,192,bc,1,mind
wiped,20,192,bc,1,mind
byte,19,192,bc,1,mind
kite,18,192,bc,1,mind
lite,18,192,bc,1,mind
piped,18,192,bc,1,mind
smite,18,192,b,1,mind
quite,25,192,bc,1,mind
bright,23,192,bc,1,mind
